postcode,latitude,longitude,region,month,temperature_c,humidity_pct,wind_speed_kmh,drought_factor,days_since_rain,rainfall_mm,vegetation_density,elevation_m,ffdi,frp_nearby,risk_score,risk_label
4380,-28.59203921613637,151.84832959213247,Stanthorpe,9,16.02,39.25,26.36,3.61,16.6,0.0,0.075,627.3,3.72,0.0,18.2,Low
3000,-37.85606103662401,144.98834507089427,Melbourne CBD,6,8.74,88.48,32.95,8.04,12.7,0.0,0.304,348.6,1.37,0.0,7.45,Low
7140,-42.69747721072743,146.4732735269722,Hamilton TAS,10,14.39,49.23,25.27,6.93,1.2,3.36,0.229,524.4,4.63,0.0,15.13,Low
3000,-37.797452557533575,145.00417691537615,Melbourne CBD,4,8.2,56.63,13.46,4.26,7.1,0.0,0.387,344.0,1.37,0.0,8.39,Low
0800,-12.519122988193805,130.78754008657938,Darwin,9,16.07,28.27,36.24,5.12,0.8,5.32,0.686,506.4,9.69,0.0,19.07,Low
3820,-38.13666463152493,145.97028405089588,Traralgon,3,24.84,30.08,21.87,5.11,11.4,0.0,0.284,387.7,8.73,0.0,34.69,Moderate
7140,-42.702432555496074,146.49395664739106,Hamilton TAS,9,13.81,50.34,9.49,5.49,7.2,0.0,0.705,513.3,2.4,0.0,16.11,Low
6076,-31.860817365282603,116.09889951437638,Mundaring,2,31.48,19.85,38.18,10.0,66.2,0.0,0.414,601.9,44.19,0.05,86.29,Extreme
4570,-26.30607091293081,152.64075588135995,Gympie,10,12.96,62.41,26.06,3.32,16.8,0.0,0.621,589.2,1.38,7.44,16.43,Low
2000,-33.82036597173153,151.1515987546484,Sydney CBD,10,12.91,81.62,26.41,5.15,10.9,0.0,0.163,313.4,1.11,0.0,7.49,Low
2630,-36.5094799449881,148.25946152001296,Jindabyne,3,29.41,41.46,44.13,8.43,4.1,2.03,0.749,700.3,18.97,31.43,47.16,Moderate
2480,-28.772519295400848,153.28270206888533,Lismore,1,36.17,13.3,31.02,10.0,63.8,0.0,0.23,557.5,54.91,0.0,89.47,Extreme
3444,-37.10028956307198,144.54948188401258,Kyneton,10,15.39,51.72,28.55,6.5,6.0,6.88,0.162,481.5,4.46,0.0,16.58,Low
4000,-27.461847726339904,153.0792674773538,Brisbane CBD,6,9.38,70.07,32.12,4.88,17.1,0.0,0.058,327.1,1.58,0.0,9.55,Low
2000,-33.883301378414345,151.15564136581534,Sydney CBD,10,11.59,79.47,18.93,4.3,0.6,0.49,0.416,244.0,0.8,0.0,6.72,Low
3737,-36.69125896261753,146.79426490076236,Bright VIC,9,18.6,73.73,33.77,5.17,6.3,0.14,0.227,607.8,2.09,0.0,16.47,Low
5000,-34.92482117391125,138.5184397236404,Adelaide CBD,8,13.61,63.46,27.08,3.17,10.6,0.0,0.275,270.8,1.33,0.0,10.36,Low
2650,-35.192036670248314,147.38677193365294,Wagga Wagga,10,12.4,62.53,27.77,4.4,20.2,0.0,0.487,454.8,1.85,2.24,16.46,Low
5000,-34.9107475907288,138.45119778845242,Adelaide CBD,10,11.95,86.5,31.07,9.07,23.7,0.0,0.193,367.3,1.76,0.0,10.02,Low
2000,-33.89064763969467,151.2051304550311,Sydney CBD,4,15.19,100.0,31.08,4.57,4.6,3.0,0.332,171.0,0.63,0.0,6.48,Low
2650,-35.05712627572529,147.33846275666184,Wagga Wagga,7,12.49,43.51,42.02,4.4,59.1,0.0,0.496,599.4,5.0,0.0,23.77,Low
2650,-35.16978204304558,147.36164356393766,Wagga Wagga,5,15.17,46.69,39.97,7.79,0.7,5.93,0.315,527.1,8.22,19.26,17.2,Low
3000,-37.85089043985722,144.95833234585453,Melbourne CBD,5,10.69,100.0,22.25,3.36,11.8,0.0,0.165,415.9,0.32,0.0,5.61,Low
0800,-12.430196206332235,130.89847362688238,Darwin,5,10.47,72.16,30.14,5.73,39.4,0.0,0.666,354.0,1.71,0.0,17.39,Low
4000,-27.367736004116697,153.0463084290853,Brisbane CBD,9,10.52,76.1,30.28,4.2,0.3,4.98,0.157,454.2,1.1,0.0,7.49,Low
5000,-34.942425032613805,138.51822806477458,Adelaide CBD,11,22.83,53.43,15.8,5.23,0.0,0.1,0.486,283.4,3.23,0.0,20.36,Low
2630,-36.357870909791025,148.46864137960299,Cooma,11,28.52,50.53,41.53,10.0,120.0,0.0,0.482,691.3,15.0,0.0,63.77,High
6076,-31.867390495297148,116.17940115151394,Mundaring,9,12.75,32.27,31.27,6.6,31.3,0.0,0.201,649.6,8.63,36.09,22.84,Low
4000,-27.43128969550692,153.02668648618618,Brisbane CBD,1,26.71,36.67,4.01,6.36,33.1,0.0,0.039,289.0,6.06,0.0,34.46,Moderate
2630,-36.32446288231761,148.4847779362762,Cooma,8,18.14,48.78,45.13,5.37,27.5,0.0,0.066,637.0,6.61,0.0,21.66,Low
7140,-42.67913683711727,146.52799616106708,Hamilton TAS,5,12.56,43.77,24.91,4.85,44.6,0.0,0.483,558.6,3.67,0.0,20.95,Low
3737,-36.71999943800277,146.9759308802695,Bright VIC,10,13.3,34.4,28.34,3.92,2.8,0.85,0.493,613.6,4.56,0.0,19.34,Low
2480,-28.807563507335043,153.28414605947947,Lismore,7,14.78,23.12,41.44,7.26,13.3,0.0,0.529,546.4,17.66,0.0,24.42,Low
7000,-42.96269071886609,147.32945798301375,Hobart,7,13.21,53.45,29.94,2.89,13.9,0.0,0.578,292.1,1.81,0.0,13.73,Low
5153,-35.05356954819191,138.8149515802741,Cherry Gardens,7,12.77,68.92,23.31,6.58,0.3,2.22,0.42,574.4,2.02,0.0,14.41,Low
4380,-28.611076050599802,151.91161222566032,Stanthorpe,12,28.86,34.84,23.0,10.0,36.3,0.0,0.512,520.7,16.9,0.0,58.49,High
2580,-34.761242843324915,149.6158909011916,Goulburn,5,14.59,37.22,46.18,6.46,10.3,0.0,0.356,593.5,10.74,0.0,20.98,Low
0800,-12.27541877494011,130.84711816457954,Darwin,6,14.23,58.23,30.7,6.92,11.8,0.0,0.416,555.2,3.83,0.0,15.36,Low
4380,-28.728778837458997,151.98253524417993,Stanthorpe,2,20.14,41.23,26.91,10.0,20.1,0.0,0.039,662.8,11.06,0.0,44.52,Moderate
7140,-42.59093084282855,146.39610876956937,Hamilton TAS,3,25.34,46.49,10.67,10.0,23.7,0.0,0.407,601.7,7.52,0.0,34.7,Moderate
3000,-37.84323442865203,144.96677621487646,Melbourne CBD,5,11.81,77.92,32.11,2.8,9.9,0.0,0.171,322.1,0.76,0.0,7.66,Low
6076,-31.897628869940206,116.09644874250037,Mundaring,1,32.73,33.47,38.87,7.24,4.3,0.14,0.753,730.9,21.28,0.0,59.75,High
2000,-33.928081734790425,151.13282824872365,Sydney CBD,4,12.92,50.56,24.07,2.44,23.0,0.0,0.282,358.1,1.46,0.0,11.48,Low
6076,-31.86979259963338,116.06339222438262,Mundaring,1,37.31,26.66,33.09,7.85,17.0,0.0,0.349,674.8,29.72,0.0,66.23,High
2480,-28.76786365192948,153.23421833649473,Lismore,7,15.58,60.33,24.89,4.99,19.7,0.0,0.457,560.1,2.36,0.0,17.96,Low
7000,-42.86711586713057,147.38840728833247,Hobart,3,26.65,41.35,21.41,2.99,15.8,0.0,0.155,393.5,3.66,0.0,26.34,Moderate
6000,-31.86665458058982,115.86506893295264,Perth CBD,8,13.38,72.8,41.15,2.92,3.3,13.12,0.449,499.4,1.23,0.0,10.01,Low
2480,-28.805532616380614,153.2869527123568,Lismore,4,16.59,46.27,27.6,6.67,11.0,0.0,0.528,574.1,5.62,0.0,19.25,Low
3737,-36.76502734079162,146.88639656127663,Bright VIC,6,15.41,31.54,47.05,5.85,23.1,0.0,0.33,528.4,12.44,17.23,24.4,Low
2480,-28.77658478422863,153.28107138316048,Lismore,2,35.91,31.88,11.27,9.44,37.2,0.0,0.416,479.4,17.06,0.0,59.62,High
2630,-36.458541901280825,148.26750589836797,Jindabyne,10,18.07,46.0,34.09,7.99,25.3,0.0,0.453,556.5,8.3,0.0,23.92,Low
3444,-37.00355894250447,144.5808961079603,Kyneton,5,16.65,50.5,34.64,6.79,8.8,0.0,0.167,494.5,5.84,0.0,17.8,Low
3737,-36.77417054041015,146.91184360961356,Bright VIC,3,22.18,22.54,32.48,10.0,43.9,0.0,0.409,540.1,25.74,0.0,53.72,High
2000,-33.8757844653635,151.24611779311977,Sydney CBD,12,18.18,36.27,25.65,9.39,2.8,6.25,0.337,357.7,11.21,0.0,29.02,Moderate
7000,-42.840627673732406,147.3150924957549,Hobart,11,22.93,40.76,21.3,5.53,29.1,0.0,0.19,527.3,6.04,0.0,29.35,Moderate
2480,-28.873074279110178,153.30347423967606,Lismore,7,15.03,74.54,29.38,5.57,9.4,0.0,0.383,464.4,1.75,3.33,15.48,Low
7000,-42.795954699686845,147.30028084186114,Hobart,11,25.12,47.06,13.54,9.45,17.3,0.0,0.296,344.5,7.4,5.47,27.39,Moderate
7140,-42.72976521915247,146.52795769869738,Hamilton TAS,2,23.87,30.22,17.96,9.17,23.4,0.0,0.652,490.1,13.67,0.0,51.04,High
2000,-33.83784330376617,151.0773048106706,Sydney CBD,4,11.13,65.05,16.09,3.64,2.7,0.63,0.48,291.0,1.03,0.0,8.07,Low
7000,-42.873948142663025,147.3871238961503,Hobart,4,13.89,73.9,31.29,4.39,18.0,0.0,0.074,587.4,1.43,0.0,11.08,Low
4000,-27.484107599251764,153.02208844959307,Brisbane CBD,5,11.2,49.16,26.34,4.04,2.1,6.51,0.429,268.4,2.51,0.0,10.8,Low
5153,-35.06051784969658,138.6479080212713,Cherry Gardens,10,15.31,60.64,20.7,5.63,32.7,0.0,0.12,643.8,2.36,0.0,18.06,Low
0800,-12.424717215038088,130.84656140615647,Darwin,12,26.84,23.99,33.05,10.0,77.7,0.0,0.593,389.7,29.04,0.0,73.25,High
2480,-28.771768104329254,153.24315534857692,Lismore,6,12.86,72.02,38.64,8.78,102.6,0.0,0.369,601.5,3.46,0.0,26.98,Moderate
7140,-42.641730753736944,146.50673693144546,Hamilton TAS,2,30.07,21.72,40.38,10.0,12.5,0.0,0.472,441.7,41.58,0.0,66.92,High
6000,-31.962375915084625,115.86283719352456,Perth CBD,11,23.83,40.67,43.11,9.25,25.9,0.0,0.351,388.0,17.3,0.0,34.45,Moderate
7140,-42.69705165327595,146.55726457061812,Hamilton TAS,6,11.11,36.54,35.98,4.42,67.4,0.0,0.623,584.2,5.3,0.0,25.27,Moderate
2580,-34.69129922360823,149.77019461213908,Goulburn,1,31.73,25.39,27.28,10.0,85.9,0.0,0.225,566.7,28.52,3.53,77.54,Extreme
3737,-36.69048069519224,146.97233136806005,Bright VIC,1,24.74,22.01,32.49,10.0,7.4,0.0,0.415,531.9,28.59,9.14,60.44,High
6000,-31.987511209296198,115.88973990981306,Perth CBD,2,30.15,36.11,24.7,9.9,6.0,5.91,0.542,365.9,17.41,0.0,40.54,Moderate
2000,-33.900839504914174,151.24093622463698,Sydney CBD,12,26.34,40.96,23.22,10.0,2.2,5.31,0.348,485.3,12.64,0.0,31.31,Moderate
5000,-34.94980235087496,138.58782288748145,Adelaide CBD,12,19.02,29.02,21.25,10.0,6.1,0.77,0.144,262.4,14.22,0.0,33.15,Moderate
2650,-35.175145723488264,147.38840324688735,Wagga Wagga,6,13.48,56.23,38.78,7.03,26.7,0.0,0.274,615.8,4.91,14.3,18.3,Low
3444,-37.17289816302266,144.58223360171735,Kyneton,7,14.19,36.95,34.66,7.35,33.1,0.0,0.492,647.6,9.28,0.68,23.21,Low
6000,-31.928836970094714,115.79574390288177,Perth CBD,7,10.69,59.14,31.13,4.87,5.7,0.15,0.481,296.4,2.35,0.0,10.81,Low
4380,-28.693485412030956,151.92143145589912,Stanthorpe,12,28.74,37.06,33.45,9.6,14.7,0.0,0.26,515.7,19.12,5.8,52.96,High
0800,-12.424426195584122,130.76064484606584,Darwin,4,12.95,85.28,25.07,1.57,2.7,17.83,0.163,558.0,0.29,56.54,10.22,Low
7140,-42.668293291531626,146.53127778030117,Hamilton TAS,11,22.56,39.29,28.82,10.0,19.0,0.0,0.534,438.2,13.43,15.26,38.52,Moderate
3000,-37.8832186988128,144.95104461812096,Melbourne CBD,12,32.94,36.48,28.53,10.0,7.5,0.0,0.239,372.5,20.87,0.0,39.37,Moderate
4380,-28.645445299504313,151.9435049479471,Stanthorpe,10,14.94,54.49,32.56,4.82,24.2,0.0,0.471,587.3,3.26,35.03,19.41,Low
2000,-33.871636541892265,151.20963706786745,Sydney CBD,10,11.64,58.16,30.82,4.55,31.8,0.0,0.371,251.4,2.33,0.0,12.61,Low
2630,-36.42827295351824,148.25837793855604,Jindabyne,4,19.39,49.73,44.94,5.46,23.4,0.0,0.562,689.0,6.75,0.0,24.12,Low
2000,-33.75368466573166,151.16816084716456,Sydney CBD,4,13.11,67.42,28.1,2.5,4.3,6.32,0.243,347.0,0.92,0.0,8.05,Low
2000,-33.928287145786605,151.18081389706876,Sydney CBD,12,18.12,36.77,28.28,5.52,3.8,6.37,0.535,459.1,6.93,0.0,28.64,Moderate
7140,-42.676495095724746,146.5216162412263,Hamilton TAS,2,38.41,17.85,24.52,10.0,16.1,0.0,0.496,483.1,43.46,0.0,70.67,High
3444,-37.06930893169491,144.62584048221765,Kyneton,11,21.77,26.72,27.03,10.0,33.5,0.0,0.351,724.9,19.34,0.0,45.78,Moderate
3820,-38.20201077943128,145.9654048448456,Traralgon,10,13.06,33.88,35.95,3.76,47.4,0.0,0.064,668.5,5.28,0.0,21.46,Low
4570,-26.173666075084515,152.67266653800533,Gympie,8,11.51,58.89,21.78,5.09,32.2,0.0,0.388,580.6,2.05,0.0,17.43,Low
6076,-31.888649199900048,116.12582926789895,Mundaring,9,13.1,35.2,38.54,5.54,3.8,0.27,0.463,712.1,7.88,0.0,20.53,Low
5000,-34.78689610534386,138.56534422865852,Adelaide CBD,8,14.13,87.85,27.98,3.9,3.1,0.08,0.234,283.6,0.73,0.0,7.59,Low
4380,-28.695886167893075,152.04652036223132,Stanthorpe,6,12.64,38.35,38.96,5.18,33.0,0.0,0.125,592.9,6.56,0.0,21.11,Low
4570,-26.135258852378513,152.58857446639558,Gympie,2,24.99,19.41,38.39,10.0,54.1,0.0,0.592,503.7,36.21,2.05,73.98,High
3000,-37.78487893004506,145.08132361446206,Melbourne CBD,7,11.36,96.07,8.98,2.13,22.5,0.0,0.296,563.2,0.18,0.0,7.08,Low
7000,-42.94331147645347,147.25535387868425,Hobart,8,14.95,77.61,17.73,5.88,11.7,0.0,0.282,411.2,1.26,0.0,10.34,Low
2630,-36.28042438254305,148.449910287852,Cooma,4,19.09,33.94,32.78,4.23,42.3,0.0,0.478,621.0,6.74,0.0,25.5,Moderate
4380,-28.659745282038404,151.8752522807372,Stanthorpe,11,27.67,20.19,34.45,7.22,14.4,0.0,0.376,707.1,25.5,0.0,47.52,Moderate
5153,-35.020722566543185,138.75856459406592,Cherry Gardens,5,12.07,37.45,31.69,4.81,38.4,0.0,0.801,545.1,5.22,0.0,23.43,Low
2630,-36.271294159142,148.44206733986263,Cooma,12,36.34,22.82,38.2,10.0,29.9,0.0,0.775,631.0,47.02,0.0,82.5,Extreme
2630,-36.348396326976456,148.45851796866341,Cooma,1,38.19,21.68,45.07,10.0,28.3,0.0,0.672,580.5,61.15,0.0,90.12,Extreme
2630,-36.359023693124854,148.47677706568263,Cooma,5,12.78,36.67,45.05,8.73,65.3,0.0,0.272,641.4,13.5,0.0,28.55,Moderate
5153,-35.07086521237084,138.73350215767692,Cherry Gardens,5,13.44,46.86,31.31,5.55,15.9,0.0,0.288,533.3,4.5,0.0,18.36,Low
3444,-37.03291125445992,144.51563452302355,Kyneton,7,17.53,56.24,19.06,6.71,3.3,2.87,0.497,721.1,3.39,0.0,16.76,Low
3000,-37.85768397354273,144.96805877501663,Melbourne CBD,4,11.3,84.21,22.67,1.0,39.5,0.0,0.329,304.9,0.17,0.0,10.6,Low
0800,-12.418968795414912,130.849007320396,Darwin,1,24.73,30.63,32.81,10.0,8.8,0.0,0.58,545.9,21.39,16.2,50.23,High
3820,-38.16668912765858,145.96317980238916,Traralgon,9,15.65,71.84,39.45,6.24,0.9,7.08,0.139,527.4,2.78,0.0,13.55,Low
2630,-36.37532371591381,148.46272642002282,Cooma,5,15.93,54.01,38.49,7.85,16.9,0.0,0.19,526.4,6.38,0.0,19.82,Low
0800,-12.569479419775378,130.84398580979084,Darwin,9,15.6,72.75,22.16,2.16,22.5,0.0,0.61,332.3,0.63,0.0,15.32,Low
5153,-34.99758342743733,138.78994624912963,Cherry Gardens,4,13.94,50.01,26.98,7.5,35.6,0.0,0.525,545.4,5.0,0.0,21.27,Low
2630,-36.53725852232975,148.19380835001013,Jindabyne,4,13.86,42.08,32.68,5.36,52.8,0.0,0.745,639.1,5.37,0.0,27.04,Moderate
3444,-37.00668939604947,144.5382626656238,Kyneton,10,14.41,47.88,34.55,8.31,70.4,0.0,0.44,571.8,7.22,0.0,26.13,Moderate
3444,-37.104559026708564,144.5063958822848,Kyneton,12,39.97,21.91,42.4,10.0,32.7,0.0,0.408,598.3,60.51,0.0,86.94,Extreme
6000,-31.95780669573223,115.84378736745361,Perth CBD,10,12.89,74.55,31.8,3.54,7.3,0.0,0.309,339.0,1.1,0.0,9.35,Low
4570,-26.25305648167063,152.59758552200051,Gympie,5,12.51,66.24,24.68,6.32,6.3,1.69,0.335,424.2,2.18,0.0,14.01,Low
3820,-38.14429070750584,145.97555490437352,Traralgon,3,19.76,28.39,43.89,9.53,22.8,0.0,0.488,365.8,24.14,0.0,45.24,Moderate
2630,-36.45170618474436,148.33159813092848,Jindabyne,11,25.36,25.72,41.79,7.09,18.2,0.0,0.319,727.5,22.73,0.0,49.69,Moderate
0800,-12.481000368502308,130.8469431644058,Darwin,5,13.83,51.09,36.49,7.37,11.0,0.0,0.369,600.8,5.89,0.0,16.31,Low
0800,-12.456544716064851,130.80529702008388,Darwin,9,14.09,60.46,30.27,3.97,35.3,0.0,0.423,673.1,2.02,0.0,17.49,Low
3000,-37.82839924885889,144.9514556869108,Melbourne CBD,7,11.78,87.01,22.73,4.46,14.4,0.0,0.274,401.2,0.7,0.0,7.48,Low
7000,-42.94753379857167,147.38812607249247,Hobart,12,27.27,31.88,30.65,8.2,8.4,0.0,0.307,446.2,17.44,0.0,41.93,Moderate
2630,-36.42358622375034,148.2624461115932,Jindabyne,2,32.95,26.64,25.42,10.0,20.2,0.0,0.321,706.5,27.25,8.17,65.71,High
5153,-35.04572965546234,138.7385264521641,Cherry Gardens,1,36.54,40.22,30.99,8.34,19.9,0.0,0.297,659.4,18.34,0.0,55.87,High
6000,-31.997153180313802,115.83236028524715,Perth CBD,7,6.98,72.47,21.67,2.25,8.2,0.0,0.305,398.2,0.49,0.0,8.14,Low
2630,-36.43767716865256,148.25567222588245,Jindabyne,4,15.58,47.99,22.15,6.85,20.7,0.0,0.537,638.3,4.63,0.0,21.76,Low
6076,-31.86702307372043,116.19344426614475,Mundaring,2,30.41,30.84,40.09,10.0,31.1,0.0,0.441,627.6,30.51,0.0,68.72,High
7140,-42.70796412392246,146.5214404570054,Hamilton TAS,7,18.16,61.77,33.81,7.91,26.6,0.0,0.097,566.3,4.75,0.0,17.71,Low
2650,-35.07698184503483,147.3656265163486,Wagga Wagga,9,17.52,61.78,37.43,6.78,16.6,0.0,0.439,493.5,4.34,0.0,17.7,Low
2630,-36.45605738313888,148.2067129071661,Jindabyne,6,13.22,46.92,34.51,4.19,6.6,14.71,0.108,710.9,3.64,0.0,18.64,Low
2630,-36.3802025223562,148.42965046470403,Cooma,5,13.15,36.41,36.06,6.38,55.1,0.0,0.739,758.2,8.2,0.0,27.37,Moderate
4380,-28.626421693637287,151.89206850469358,Stanthorpe,2,39.36,18.18,35.35,10.0,10.1,0.0,0.375,567.7,57.19,0.0,78.99,Extreme
0800,-12.427419887252558,130.7843454986185,Darwin,2,28.32,29.98,25.21,6.65,7.5,0.0,0.496,573.3,13.81,24.35,45.83,Moderate
5153,-35.059219954669615,138.6564938079189,Cherry Gardens,10,14.8,53.85,30.6,5.0,20.8,0.0,0.071,675.5,3.29,0.0,17.56,Low
4000,-27.539284457817946,153.01342178117085,Brisbane CBD,9,9.85,87.24,23.53,5.48,4.9,5.32,0.313,378.4,0.81,0.0,7.33,Low
0800,-12.398366524514149,130.85745493582897,Darwin,11,17.09,31.68,34.9,10.0,5.4,6.15,0.606,638.9,16.72,0.0,35.84,Moderate
4380,-28.59238037785255,151.94563259107784,Stanthorpe,4,13.7,36.34,32.29,5.16,12.5,0.0,0.133,562.0,6.22,0.0,18.67,Low
2480,-28.877207842957166,153.21804626223758,Lismore,10,12.85,71.93,36.63,6.77,36.1,0.0,0.149,593.0,2.56,0.0,18.15,Low
7000,-43.013624155182605,147.2490726167596,Hobart,4,13.99,100.0,9.6,7.32,33.4,0.0,0.577,350.0,0.58,0.0,11.67,Low
0800,-12.419637228603232,130.95277584914683,Darwin,1,26.4,28.07,28.51,10.0,0.3,1.24,0.322,472.5,22.35,0.0,47.18,Moderate
6000,-32.005033425622116,115.77385579960621,Perth CBD,6,9.06,71.45,26.95,1.0,0.5,3.23,0.241,450.6,0.28,0.0,7.57,Low
0800,-12.41964809283569,130.8966906416831,Darwin,11,21.81,45.33,26.86,10.0,38.1,0.0,0.468,564.6,10.15,0.0,37.72,Moderate
0800,-12.48288255927788,130.76832275555577,Darwin,4,13.11,84.17,15.22,6.17,3.5,6.86,0.261,562.8,0.94,0.0,10.48,Low
2480,-28.791147795871684,153.29054876786694,Lismore,8,15.81,90.65,26.91,7.95,23.7,0.0,0.271,424.7,1.39,0.0,15.54,Low
2000,-33.82882698868007,151.23070669865112,Sydney CBD,11,22.19,48.53,25.32,10.0,16.6,0.0,0.356,473.9,8.88,0.0,24.61,Low
3737,-36.70918943542788,146.9105630302831,Bright VIC,8,15.32,32.99,37.34,7.95,26.8,0.0,0.308,447.9,12.72,17.42,24.28,Low
4570,-26.166588348187275,152.65075888798177,Gympie,12,38.55,26.76,41.42,10.0,21.1,0.0,0.523,637.9,47.7,0.0,74.66,High
5000,-35.00516023796961,138.59927207494647,Adelaide CBD,5,13.79,65.52,38.66,4.71,14.2,0.0,0.383,552.1,2.42,0.0,11.81,Low
6000,-31.87324751324556,115.93523088302479,Perth CBD,8,10.41,82.63,20.41,6.2,3.8,9.27,0.246,209.0,1.02,0.0,7.29,Low
2630,-36.45998441907263,148.2318344437588,Jindabyne,2,29.06,19.74,25.09,10.0,2.3,4.01,0.42,542.5,30.09,14.59,63.24,High
4570,-26.196578517104328,152.68086891810717,Gympie,12,33.7,20.2,31.82,10.0,27.6,0.0,0.562,566.7,40.55,0.0,71.39,High
2580,-34.779795225293235,149.69004388036473,Goulburn,8,15.44,57.55,42.93,4.3,3.8,4.03,0.41,530.3,3.4,22.39,17.16,Low
5153,-35.04163884375806,138.80137149019805,Cherry Gardens,5,16.61,37.85,26.1,3.61,10.0,0.0,0.222,515.4,3.96,0.0,18.17,Low
2630,-36.417558891798684,148.4392390983222,Cooma,7,15.94,44.64,34.69,2.68,10.9,0.0,0.578,624.0,2.79,0.0,20.1,Low
2000,-33.87113248151037,151.25479686972707,Sydney CBD,10,10.49,99.22,14.88,2.53,17.9,0.0,0.156,379.3,0.21,2.16,5.97,Low
3444,-37.02757733685236,144.6125952929918,Kyneton,2,33.17,23.5,48.27,10.0,36.3,0.0,0.71,494.8,52.25,0.0,83.94,Extreme
2480,-28.82095347061864,153.23213650586538,Lismore,8,15.3,67.12,43.61,6.92,10.6,0.0,0.28,519.3,3.96,0.0,16.97,Low
7140,-42.61494041564359,146.4624715494386,Hamilton TAS,4,13.8,39.85,34.8,5.33,17.6,0.0,0.377,841.3,6.06,0.0,18.9,Low
2480,-28.74923272561974,153.28925222325952,Lismore,1,35.94,30.39,41.13,9.93,75.5,0.0,0.439,620.9,38.0,0.0,83.4,Extreme
0800,-12.46777026578214,130.8279998798768,Darwin,3,26.53,42.15,38.47,8.37,5.0,0.15,0.421,359.6,14.63,0.0,35.13,Moderate
6076,-31.91297330194801,116.13024526115778,Mundaring,1,36.97,28.77,35.95,10.0,13.9,0.0,0.366,629.6,37.12,0.0,69.32,High
3444,-37.12242799417805,144.58868673872678,Kyneton,8,15.45,66.58,32.76,7.6,36.0,0.0,0.564,710.3,3.45,0.0,20.4,Low
2650,-35.12485038148229,147.37183125160757,Wagga Wagga,3,32.16,51.91,31.24,10.0,41.1,0.0,0.281,678.4,12.71,0.0,42.2,Moderate
4570,-26.164450667243948,152.63910716399184,Gympie,8,16.39,58.29,26.51,5.05,15.9,0.0,0.318,590.1,2.73,0.0,16.41,Low
2650,-35.0911608018832,147.30620969036173,Wagga Wagga,8,15.7,56.67,23.62,7.05,67.2,0.0,0.277,549.3,3.67,0.0,22.37,Low
3000,-37.819759197554966,144.98049349946376,Melbourne CBD,12,32.22,40.22,42.55,10.0,0.9,14.41,0.023,285.4,24.85,0.0,38.72,Moderate
2630,-36.36378608754154,148.23407600267436,Jindabyne,9,15.45,41.93,25.59,6.29,65.3,0.0,0.606,636.9,5.66,0.0,28.02,Moderate
2630,-36.44644319982857,148.31251096384773,Jindabyne,8,18.18,26.43,34.14,4.82,23.8,0.0,0.502,673.8,9.94,0.0,25.72,Moderate
3000,-37.78808372852617,144.87181848515309,Melbourne CBD,2,25.01,40.29,23.97,10.0,3.7,5.15,0.264,241.8,12.58,0.0,30.77,Moderate
3820,-38.17517023929891,146.03764837561022,Traralgon,5,12.08,52.54,40.75,6.0,22.9,0.0,0.123,624.2,4.76,0.0,17.43,Low
2650,-35.20729301692772,147.4194277866256,Wagga Wagga,9,15.8,57.95,28.52,4.91,18.0,0.0,0.717,724.6,2.76,0.0,18.08,Low
2630,-36.34578874558363,148.48112738761102,Cooma,11,31.33,36.27,24.18,10.0,19.4,0.0,0.483,656.9,17.98,0.0,46.02,Moderate
2000,-33.8861310141022,151.2199158291274,Sydney CBD,5,15.82,98.54,28.26,6.04,1.2,5.84,0.298,184.0,0.83,0.0,6.08,Low
7000,-42.88771762427513,147.29602303352854,Hobart,11,15.21,54.42,39.38,10.0,11.7,0.0,0.433,626.0,7.95,0.0,25.91,Moderate
5153,-34.95883485420082,138.78211140172445,Cherry Gardens,1,33.61,28.68,33.92,10.0,3.6,5.28,0.418,577.2,31.69,0.0,60.8,High
7140,-42.65050117129369,146.50318097521736,Hamilton TAS,10,13.16,64.15,20.05,6.17,4.5,0.26,0.376,508.0,2.09,0.0,13.96,Low
2650,-35.02938625367461,147.35648673078293,Wagga Wagga,8,13.05,56.32,29.39,5.63,12.9,0.0,0.524,551.5,3.11,0.0,16.65,Low
7140,-42.679347948806125,146.484897161116,Hamilton TAS,2,30.91,24.33,35.65,10.0,3.4,0.25,0.437,575.6,35.0,85.03,60.35,High
4570,-26.107376503927842,152.60710309958583,Gympie,9,11.63,59.72,36.87,8.17,18.2,0.0,0.238,659.4,4.53,0.0,16.49,Low
5000,-34.95443669941238,138.5426818948366,Adelaide CBD,11,23.64,45.03,24.61,4.9,5.3,7.94,0.548,356.6,5.11,0.0,24.45,Low
4570,-26.18512698934549,152.69447547679522,Gympie,9,12.82,58.33,8.76,5.8,5.7,6.66,0.635,679.3,1.83,0.0,14.81,Low
3000,-37.831274086511,144.889316115605,Melbourne CBD,4,15.05,93.91,27.73,4.63,7.8,0.0,0.231,293.9,0.72,0.0,6.78,Low
5153,-35.02050794898555,138.74687073357282,Cherry Gardens,5,17.15,45.51,39.47,7.67,12.7,0.0,0.508,721.7,8.91,0.0,20.84,Low
2630,-36.41753560707047,148.517437945421,Cooma,8,13.1,47.96,32.0,9.01,21.1,0.0,0.342,705.0,7.03,0.0,20.73,Low
5000,-34.890983820484855,138.60689510580548,Adelaide CBD,11,16.97,41.72,19.67,10.0,6.8,3.16,0.474,319.1,8.25,0.0,23.98,Low
